,253950,39230,-2671
25926719,253958,39146,-2348
25927422,253677,38845,-2451
25928125,253956,39008,-2762
25928826,254004,39114,-2629
25929527,253944,39031,-2804
25930230,253810,38885,-2733
25930931,254038,39297,-2941
25931632,253906,39146,-2695
25932335,254020,39212,-2515
25933038,254040,39207,-2587
25933739,253915,39353,-2283
25934442,253807,39299,-2279
25935145,254135,38890,-2565
25935846,254101,39277,-2877
25936548,254013,39314,-2605
25937251,253875,39269,-2765
25937952,254027,39317,-2743
25938654,254033,39243,-2420
25939357,254173,39332,-2528
25940059,254066,39174,-2635
25940760,253809,39142,-2356
25941463,253911,39277,-2713
25942165,253725,39021,-2704
25942866,253662,38914,-2725
25943568,254069,38892,-2380
25944270,253932,38980,-2481
25944971,254050,39174,-2655
25945673,253917,38876,-2962
25946376,254084,38960,-2623
25947078,253883,39115,-2392
25947780,254058,39016,-2331
25948483,253996,39119,-2674
25949185,254113,39085,-2436
25949886,254253,39321,-2421
25950588,253864,39111,-2505
25951290,254086,39440,-2500
25951991,254178,39296,-2659
25952693,254068,39168,-2655
25953395,253897,39183,-2677
25954097,253879,39215,-2441
25954799,253744,39021,-2596
25955502,253813,39051,-2760
25956204,253907,38856,-2965
25956906,253882,38958,-2713
25957608,254030,39010,-2729
25958310,253846,39115,-2528
25959012,253769,38965,-2621
25959714,253895,39033,-2448
25960416,253962,39187,-2754
25961118,253783,39186,-2637
25961820,253830,39064,-2244
25962521,254053,39243,-2045
25963223,254036,39031,-2615
25963925,254106,39255,-2384
25964626,254050,39349,-2556
25965328,253851,39220,-2265
25966031,254084,39355,-2523
25966733,254222,39308,-2695
25967435,254039,39136,-2376
25968138,254148,39061,-2645
25968840,254185,39160,-2604
25969541,254105,39125,-2301
25970243,253857,39106,-2743
25970945,253877,38952,-2308
25971646,253861,39192,-2629
25972348,253883,39017,-2641
25973051,254044,39237,-2738
25973753,253843,39353,-2698
25974455,253945,38860,-2785
25975158,254097,39084,-2783
25975860,254131,39134,-3050
25976561,253953,38998,-2380
25977264,254144,39003,-2812
25977966,253900,39294,-2523
25978667,253891,39075,-2629
25979370,253833,39268,-2655
25980073,254024,39343,-2369
25980774,253827,39168,-2376
25981476,254176,39130,-2409
25982179,254063,39195,-2302
25982880,254071,39003,-2709
25983581,253850,38971,-2333
25984284,254197,39065,-2468
25984986,253936,39137,-2664
25985687,254048,39043,-2558
25986390,253908,38944,-2502
25987093,254126,38879,-2702
25987794,253819,39086,-2685
25988497,253673,39060,-2659
25989200,253818,39234,-2351
25989901,253959,39065,-2481
25990602,253985,39105,-2669
25991305,254010,39112,-2558
25992007,254086,39033,-2398
25992708,254255,39075,-2678
25993411,253973,39131,-2364
25994113,253897,39194,-2917
25994814,254025,39335,-2416
25995515,253964,39342,-2662
25996218,253963,39177,-2518
25996919,254088,39219,-2422
25997620,254007,39089,-2462
25998323,253751,38937,-2461
25999026,253988,39275,-2583
25999727,253897,39104,-2845
26000430,253780,39002,-3005
26001133,254075,38833,-2886
26001834,254034,38814,-3004
26002535,253936,39022,-2770
26003238,253938,39060,-2547
26003939,253814,38959,-2637
26004640,253630,39130,-2575
26005343,254001,39084,-2333
26006045,254094,39220,-2253
26006746,254098,39112,-2643
26007449,254006,39278,-2301
26008151,254134,39204,-2553
26008852,254225,39139,-2549
26009554,254067,39327,-2478
26010257,253892,39198,-2225
26010958,254076,39341,-2510
26011660,253999,39182,-2050
26012363,253919,39097,-2603
26013065,253805,39151,-2505
26013766,253816,39033,-2833
26014469,253714,38883,-2510
26015171,254106,39008,-2769
26015872,253787,39147,-2633
26016574,253759,39017,-2726
26017276,253854,39110,-2716
26017977,253668,38941,-2470
26018678,253845,39022,-2633
26019380,253728,39138,-2504
26020083,253861,39186,-2551
26020784,254127,39288,-2564
26021486,253887,39207,-2368
26022189,253903,39318,-2710
26022891,254158,39171,-2563
26023592,254126,39019,-2215
26024295,254189,39089,-2810
26024997,253950,38990,-2365
26025698,254262,39029,-2358
26026401,253844,39173,-2710
26027104,253854,39083,-2465
26027805,253887,38956,-2508
26028507,254075,38971,-2374
26029210,253924,39092,-2346
26029911,253955,39236,-2794
26030612,253901,39173,-2705
26031315,253775,39056,-2386
26032018,253834,39146,-2556
26032719,253925,39025,-2514
26033422,253980,39211,-2507
26034125,253811,39127,-2595
26034826,253836,39180,-2427
26035527,254129,39129,-2837
26036230,254060,38966,-2532
26036931,254169,39151,-2545
26037632,253870,39068,-2472
26038335,254099,39303,-2547
26039038,254091,39146,-2453
26039739,254002,39322,-2486
26040442,254008,39324,-2215
26041145,254025,39326,-2371
26041846,253790,39247,-2250
26042548,253967,39034,-2463
26043251,254011,39096,-2402
26043952,253865,39193,-2604
26044654,254098,39208,-2893
26045357,253767,39102,-2354
26046059,253730,39034,-2645
26046760,254032,38832,-2757
26047463,253924,38869,-2743
26048165,253745,39133,-2545
26048866,254003,39180,-2530
26049568,253981,38907,-2273
26050270,253945,38885,-2421
26050971,254026,39186,-2459
26051673,254081,39049,-2489
26052376,254267,39197,-2496
26053078,254019,39349,-2499
26053780,254206,39412,-2400
26054483,253891,39398,-2356
26055185,254028,39427,-2720
26055886,253998,39396,-2429
26056588,253841,39279,-2113
26057290,253811,39156,-2303
26057991,254099,39207,-2618
26058693,253964,38886,-2673
26059395,253743,38966,-2618
26060097,253980,39009,-3001
26060799,253956,38964,-2663
26061502,253900,39213,-2887
26062204,253720,39247,-2535
26062906,253783,39177,-2726
26063608,253872,39164,-2571
26064310,253883,39143,-2705
26065012,253880,38981,-2766
26065714,254005,39171,-2521
26066416,253920,39103,-2770
26067118,254113,39052,-2623
26067820,254206,39176,-2531
26068521,253973,39229,-2455
26069223,254032,39323,-2514
26069925,254160,39330,-2630
26070626,254058,39305,-2162
26071328,254172,39256,-2193
26072031,253800,39307,-2225
26072733,253689,39000,-2492
26073435,253872,39090,-2481
26074138,253960,39106,-2686
26074840,254132,39107,-2793
26075541,253885,38976,-2761
26076243,253904,38815,-2639
26076945,254043,39043,-2594
26077646,253840,39040,-2548
26078348,253859,39295,-2627
26079051,253752,39222,-2586
26079753,253843,39120,-2454
26080455,253927,39097,-2664
26081158,253960,39178,-2230
26081860,254045,39106,-2220
26082561,254235,39148,-2127
26083264,254310,39126,-2616
26083966,254233,39096,-2720
26084667,254185,39305,-2464
26085369,254324,39030,-2778
26086072,254145,39142,-2520
26086773,253778,39198,-2665
26087475,253759,39121,-2498
26088178,253857,39159,-2565
26088880,253837,38988,-2758
26089581,254045,38970,-2811
26090283,254069,39018,-2574
26090985,253943,39116,-2764
26091687,254160,39219,-2835
26092390,253887,39209,-2608
26093092,253913,39044,-2556
26093794,253429,39044,-2526
26094497,253751,39393,-2715
26095199,253891,39046,-2612
26095900,253959,39141,-2404
26096602,254091,39090,-2414
26097305,254311,39034,-2440
26098007,254199,39033,-2396
26098709,254102,39061,-2423
26099412,254073,39168,-2495
26100114,253933,39102,-2495
26100815,253953,39198,-2455
26101517,253832,39176,-2792
26102220,253620,39098,-2486
26102921,253992,39030,-2582
26103622,254017,39151,-2339
26104325,253772,38878,-2721
26105028,253950,39150,-2732
26105729,253864,39123,-2541
26106432,253977,39249,-2423
26107135,253979,39152,-2850
26107836,253940,39200,-2989
26108537,254050,39002,-2937
26109240,253991,38957,-2646
26109941,253894,39074,-2756
26110642,253905,39199,-2721
26111345,254153,39146,-2517
26112048,254093,39124,-2855
26112749,253812,39027,-2488
26113452,253986,39150,-2580
26114155,253879,39317,-2454
26114856,253945,39142,-2293
26115557,253942,39051,-2600
26116260,254034,39196,-2423
26116961,253982,39191,-2518
26117662,253981,39036,-2435
26118365,253896,39143,-2371
26119068,253960,39043,-2565
26119769,253983,39128,-2556
26120471,253934,39274,-2529
26121174,254198,39263,-2200
26121876,253918,39215,-2527
26122577,254004,39329,-2554
26123280,253790,39519,-2559
26123982,253861,39577,-2281
26124683,253906,39425,-2411
26125386,253547,38918,-2157
26126089,253827,38440,-2421
26126790,253971,38874,-2438
26127492,254222,38871,-2626
26128195,254544,38556,-2742
26128897,254304,38545,-2927
26129598,254149,38874,-2914
26130301,254221,39278,-2530
26131004,253793,39313,-2728
26131705,253976,39449,-2641
26132407,253932,39358,-2172
26133110,254170,39549,-2297
26133812,254220,39440,-2114
26134513,253957,39139,-2346
26135216,254090,39304,-2611
26135918,254088,39039,-2465
26136619,254139,39009,-2583
26137321,253927,38480,-3087
26138024,253935,38880,-2749
26138726,253639,38856,-2960
26139428,253995,38982,-2966
26140131,253582,38770,-2900
26140833,253767,39074,-2663
26141534,253958,39529,-2355
26142236,253995,39197,-2416
26142938,253920,39261,-2555
26143640,253980,39368,-2292
26144342,254123,39544,-2352
26145045,254264,39398,-2304
26145747,254094,39311,-2401
26146449,254070,39393,-2522
26147151,253950,39146,-2363
26147853,253970,38950,-2511
26148555,253811,39169,-2457
26149257,253761,38799,-2627
26149958,254031,38814,-2767
26150660,254087,38850,-2821
26151363,253751,39210,-2778
26152065,253992,39305,-2722
26152767,254021,39103,-2623
26153470,253632,39231,-2370
26154172,253740,39190,-2483
26154873,253855,38901,-2575
26155575,253877,38993,-2490
26156277,253905,39269,-2796
26156978,254052,39016,-2546
26157680,254093,39355,-2475
26158382,254112,38881,-2445
26159084,254213,39047,-2586
26159786,253874,39029,-2350
26160489,254180,39012,-2488
26161191,253989,39040,-2468
26161892,254131,39099,-2501
26162594,254010,39260,-2622
26163296,253996,39010,-2408
26163997,254031,39282,-2378
26164699,253917,39281,-2433
26165401,253901,39269,-2659
26166103,253986,39183,-2715
26166805,253920,39083,-2781
26167508,253874,39254,-2486
26168210,253960,38985,-2615
26168912,253999,39089,-2881
26169614,253697,39028,-2628
26170316,253867,39130,-2326
26171018,253967,39141,-2510
26171720,253884,39167,-2408
26172423,253889,39052,-2083
26173125,253730,39186,-2509
26173827,253978,39276,-2675
26174529,254156,39313,-2295
26175231,254013,39263,-2473
26175932,254018,39184,-2334
26176634,253911,39260,-2509
26177337,254049,39331,-2465
26178039,254238,39274,-2467
26178741,254077,39113,-2520
26179444,253914,39049,-2731
26180146,254079,39143,-2659
26180847,254127,39034,-2479
26181549,253934,39152,-2519
26182252,253861,38923,-2743
26182953,253653,39095,-2494
26183655,253814,38842,-2577
26184358,253838,39107,-2550
26185060,253801,39044,-2560
26185761,253717,38941,-2622
26186464,254096,39207,-3022
26187167,254052,39255,-2708
26187868,254027,39237,-2742
26188569,254100,39158,-2654
26189272,254162,39443,-2418
26189973,254062,39259,-2334
26190674,254061,39184,-2427
26191377,253872,39134,-2778
26192080,254087,39022,-2531
26192781,253825,39255,-2529
26193484,254075,39312,-2405
26194187,253851,39088,-2713
26194888,253745,38943,-2376
26195589,254072,38811,-2524
26196292,254274,38872,-2506
26196993,254130,38943,-2469
26197694,253910,39194,-2845
26198397,254079,39247,-2689
26199100,253714,39419,-2609
26199801,253665,39382,-2636
26200503,253697,38981,-2478
26201206,253737,39219,-2441
26201907,253885,39302,-2337
26202608,253999,39104,-2402
26203310,253683,39310,-2664
26204013,254114,39141,-2987
26204714,253955,38825,-2671
26205416,254347,39133,-2505
26206119,254133,38968,-2425
26206821,254099,38973,-2563
26207522,253948,39259,-2486
26208224,253906,39131,-2468
26208926,253935,39301,-2457
26209627,253836,39235,-2328
26210329,253893,39360,-2529
26211032,254024,39075,-1811
26211733,253978,39132,-2086
26212435,254205,39098,-2499
26213138,254273,39119,-2321
26213840,254224,39029,-2315
26214541,254095,38981,-2423
26215244,253962,39106,-2413
26215945,253855,38967,-2535
26216646,253769,38915,-2712
26217349,253851,39195,-2603
26218051,254040,39147,-2754
26218753,253721,39228,-2523
26219455,254089,39344,-2454
26220157,253850,39169,-2263
26220859,254111,39354,-2141
26221560,254026,39179,-2375
26222263,253991,39198,-2350
26222964,253985,39106,-2942
26223665,254035,38965,-2712
26224368,254196,38801,-2454
26225070,254025,38975,-2623
26225772,254204,38744,-2707
26226474,253996,38992,-2689
26227177,253944,39184,-2826
26227878,253845,39165,-3102
26228579,253812,39368,-2570
26229282,253875,39246,-2596
26229983,253789,39245,-2646
26230684,253913,38973,-2276
26231386,254022,39233,-2506
26232089,253983,39439,-2572
26232790,253876,39313,-2609
26233493,253764,39194,-2898
26234196,254101,39164,-2315
26234897,253998,39089,-2672
26235599,253868,38954,-2211
26236301,254027,38857,-2757
26237004,253929,38900,-2685
26237705,254050,39066,-2617
26238407,253955,39107,-2665
26239110,253881,39012,-2412
26239811,253751,39235,-2405
26240512,254396,39212,-2308
26241215,254006,39036,-2608
26241916,254147,39302,-2521
26242618,253852,39285,-2393
26243320,254043,39310,-2769
26244022,254061,39010,-2584
26244724,253821,39160,-2572
26245426,253878,39107,-2506
26246129,254144,38936,-2884
26246830,253994,39090,-2709
26247531,253942,39049,-2752
26248234,253953,39269,-2750
26248935,254081,39220,-2655
26249636,254127,39188,-2567
26250339,253955,39162,-2651
26251041,253758,38924,-2311
26251742,253879,39288,-2498
26252445,253959,38871,-2442
26253147,254105,39156,-2731
26253848,253577,39279,-2498
26254550,253992,38940,-2337
26255252,254037,39238,-2875
26255954,254333,39088,-2446
26256655,254122,39273,-2671
26257357,254144,39085,-2425
26258060,254175,39259,-2058
26258761,254102,39422,-2688
26259464,254065,39174,-2716
26260167,253878,39254,-2456
26260868,253904,39229,-2333
26261569,254025,39085,-2682
26262272,254003,39042,-2338
26262973,253737,39073,-2642
26263675,253877,38962,-2869
26264378,253816,38971,-2598
26265080,253832,39060,-2397
26265782,253944,39175,-2735
26266484,253854,39120,-2486
26267186,253855,38899,-2630
26267888,253941,39107,-2238
26268589,254047,38999,-2527
26269291,253972,39120,-2207
26269993,253989,39219,-2303
26270694,253908,39175,-2596
26271397,254195,39087,-2445
26272100,254062,39299,-2448
26272801,253945,39224,-2405
26273504,254288,39081,-2514
26274207,254101,39147,-2700
26274908,254126,39118,-2816
26275610,253976,39067,-2933
26276313,254012,39021,-2735
26277015,253985,39050,-2342
26277717,253847,39022,-2932
26278419,254054,38871,-2742
26279121,253796,39274,-2478
26279823,253833,39029,-2536
26280524,253845,39047,-2431
26281227,253778,39224,-2324
26281929,253915,39110,-2475
26282630,253908,38918,-2748
26283333,254081,38923,-2510
26284036,254196,39015,-2316
26284737,254293,39444,-2487
26285440,254302,39155,-2689
26286143,254126,39195,-2532
26286844,254061,39376,-2600
26287546,253946,39417,-2753
26288249,253984,39220,-2703
26288950,253913,39110,-2369
26289652,253898,39213,-2582
26290354,253873,39458,-2428
26291056,253719,39263,-2535
26291758,253549,39199,-2751
26292460,253850,39118,-2487
26293163,253749,39025,-2554
26293865,253908,38977,-2601
26294566,253810,39013,-2388
26295269,253582,39065,-2509
26295970,253910,39137,-2904
26296671,253978,39110,-2527
26297374,253851,39216,-2200
26298077,254090,39297,-2252
26298778,253798,39382,-2436
26299481,254195,39232,-2284
26300183,254049,39031,-2175
26300884,254296,39211,-2117
26301586,254097,39256,-2249
26302288,253758,39141,-2415
26302989,253788,38997,-2439
26303691,253855,38977,-2778
26304393,253947,38978,-2856
26305096,253904,38917,-2855
26305798,253861,39076,-2473
26306500,253987,38919,-2732
26307203,253828,39130,-2559
26307905,253952,38889,-2683
26308606,254019,38994,-2502
26309309,253889,39072,-2550
26310012,253967,39047,-2330
26310713,253863,38955,-2339
26311416,253791,39094,-2627
26312118,254135,39070,-2619
26312819,254001,39031,-2867
26313521,254018,38881,-2586
26314223,253878,39130,-2687
26314925,254178,39144,-2923
26315626,254322,39442,-2332
26316328,253808,39349,-2722
26317031,254017,39161,-2896
26317732,254146,39528,-2551
26318434,253885,39240,-2418
26319137,253707,39226,-2702
26319838,253923,39021,-2483
26320539,253969,39185,-2682
26321242,253979,38956,-2844
26321943,253659,39026,-2598
26322644,253752,39015,-2397
26323347,253690,39007,-3073
26324049,253724,39171,-2719
26324751,253787,38851,-2712
26325454,253796,39007,-2594
26326156,253972,39203,-2482
26326858,254077,39184,-2248
26327559,254001,39216,-2199
26328262,254216,39197,-2241
26328964,254104,39246,-2223
26329665,254049,39327,-2434
26330368,254248,39223,-2441
26331071,254049,39121,-2810
26331772,254102,39279,-2275
26332475,254129,39030,-2634
26333178,253990,39201,-2577
26333879,253895,38977,-2799
26334581,253963,38875,-2863
26335284,253689,39010,-2676
26335985,253875,39044,-2807
26336687,254015,39040,-2709
26337390,253813,38987,-2397
26338092,253878,39094,-2720
26338794,253961,39103,-2913
26339496,253919,39101,-2761
26340198,253749,39058,-2839
26340900,253918,39022,-2546
26341601,254151,39116,-2484
26342304,254035,39121,-2590
26343007,254322,39041,-2655
26343708,253938,39152,-2780
26344411,254143,39267,-2443
26345114,253963,39268,-2397
26345815,254023,39347,-2094
26346516,254179,39429,-2414
26347219,253890,39182,-2339
26347920,253962,39323,-2536
26348622,253933,39232,-2271
26349324,253758,39177,-2703
26350026,253787,39209,-2641
26350728,253820,39122,-2370
26351430,253785,39301,-2737
26352132,253836,39084,-2888
26352834,253526,39002,-2617
26353535,253791,39235,-2799
26354238,253796,39168,-2634
26354940,253937,39065,-2489
26355641,253944,39378,-2460
